Seq,RAJ2000,DEJ2000,Use,F24,LIR,zpk,FU,FV,FJ,irAGN,radAGN,xAGN
13221,53.1523552,-27.8215141,1,0.001022,12608800000.0,2.3924,0.177513,0.378142,0.412057,0,,
13222,53.1729736,-27.822176,1,0.004175,370573000000.0,3.3353,0.111197,0.096631,0.16439,0,,
13223,53.1539726,-27.8211803,1,0.006627,808822000000.0,3.5148,0.49453,0.635848,0.515738,0,,
13233,53.0742645,-27.8210983,1,0.01254,25669300000.0,1.1237,1.76368,2.23432,2.61368,0,,
13237,53.0778008,-27.8210144,1,0.02218,17687600000.0,0.7541,0.272833,0.971459,2.18544,0,,
13240,53.0613174,-27.82094,1,0.01545,11112400000.0,0.7249,0.629018,1.48458,2.58346,0,,
13241,53.1386948,-27.8220119,1,0.003772,68755200000.0,2.5884,0.134147,0.148974,0.229425,0,,
13246,53.1786842,-27.8213291,1,0.004236,22847100000.0,1.414,0.249792,0.445391,0.611108,0,,
13253,53.1767883,-27.821701,1,0.001066,366233000.0,0.53,0.134056,0.208092,0.239085,0,,
13258,53.1782494,-27.8214779,1,0.00303,753022000000.0,4.0082,0.263999,0.193217,0.0967167,0,,
13260,53.1844444,-27.8204002,1,0.1728,1339070000000.0,1.9904,0.176063,0.791546,5.61533,0,,
13263,53.1081963,-27.8215332,1,0.003042,2075540000.0,0.7018,0.207861,0.282022,0.380658,0,,
13271,53.1533279,-27.8219814,1,0.001539,7031100000.0,1.353,0.0927668,0.118521,0.229773,0,,
13272,53.0542145,-27.821207,1,0.0030699,30334700000.0,2.2453,0.3887,0.532552,0.358647,0,,
13276,53.2130165,-27.8218002,1,0.0001195,9112830000.0,3.2756,0.0785995,0.096663,0.121227,0,,
13281,53.0544128,-27.821373,1,0.004217,43410000000.0,2.2811,0.26534,0.433867,0.395664,0,,
13282,53.1229477,-27.8209896,1,0.002229,15770400000.0,1.6241,0.513853,0.88371,1.17516,0,,
13291,53.047348,-27.8211231,1,0.005717,89923700000.0,2.5216,0.544784,0.961227,2.06999,0,,
13292,53.1848259,-27.8197765,1,0.183,1329660000000.0,1.9168,0.540202,2.4843,11.1158,0,,
13297,53.0608139,-27.8204098,1,0.005306,1310370000.0,0.4728,1.75227,2.66832,3.33711,0,,
13299,53.1826897,-27.821701,1,0.002498,74620200000.0,2.8433,0.0765056,0.123146,0.243374,0,,
13300,53.0783768,-27.8194523,1,0.01695,12511100000.0,0.7385,0.683015,2.20928,4.75748,0,,
13310,53.153759,-27.8214951,1,0.006541,45537600000.0,1.8132,0.195572,0.258304,1.14966,0,,
13311,53.0940552,-27.8200436,1,0.007145,4496390000.0,0.6779,0.844777,1.91402,3.6119,0,,
13313,53.0516014,-27.8201904,1,0.02567,42344100000.0,1.05,3.92582,5.14663,6.19927,0,,
13316,53.1830521,-27.820467,1,0.003531,28221700000.0,2.0285,0.825774,1.27259,1.53175,0,,
13326,53.0964737,-27.8210354,1,0.0002095,65759000000.0,4.7717,0.357962,0.678865,0.933296,0,,
13333,53.0454407,-27.8207455,1,0.002531,1123130000.0,0.5838,0.28788,0.397157,0.552685,0,,
13335,53.0372505,-27.8208141,1,0.01352,77931800000.0,1.451,0.247677,0.699227,2.20222,0,,
13336,53.1649132,-27.8201866,1,0.002531,4041440000.0,1.037,0.30525,0.75371,1.47543,0,,
13341,53.0493965,-27.820961,1,0.0002976,2105550000.0,1.6208,0.165462,0.342176,0.382107,0,,
13345,53.100872,-27.821373,1,0.001834,200270000000.0,3.4376,0.0445275,0.108527,0.21677,0,,
13346,53.0947456,-27.8211708,1,0.002588,304481000000.0,3.4861,0.14434,0.234706,0.315775,0,,
13347,53.1076202,-27.8212833,1,0.0009445,925441000.0,0.8566,0.0687292,0.13319,0.142774,0,,
13354,53.073597,-27.8207073,1,0.002014,9562310000.0,1.3667,0.364469,0.455489,0.354408,0,,
13367,53.0557785,-27.8209915,1,0.002413,20473000000.0,2.0921,0.153638,0.21308,0.301073,0,,
13369,53.1834106,-27.8202419,1,0.00591,45163100000.0,1.9811,0.748551,1.11354,1.3941,0,,
13370,53.0985031,-27.8212051,1,0.001729,3440500000.0,1.1149,0.0311123,0.0546033,0.0977054,0,,
13373,53.1617203,-27.8192482,1,0.04047,24167000000.0,0.6633,0.982805,2.721,8.05979,0,,
13379,53.0365753,-27.8206863,1,0.006926,261342000000.0,2.9888,0.150477,0.309598,0.596741,0,,
13380,53.0635033,-27.8197651,1,0.01405,17503800000.0,0.9652,1.75867,2.76906,3.87887,0,,
13381,53.1056747,-27.8203049,1,0.002019,300329000.0,0.3896,0.257702,0.528319,0.724366,0,,
13382,53.0618973,-27.8201828,1,0.02068,36434300000.0,1.0727,1.0617,2.03637,3.83556,0,,
13385,53.136982,-27.8209686,1,0.005001,4703300000.0,0.8328,0.064707,0.102855,0.114992,0,,
13386,53.0928078,-27.8201447,1,0.01601,176624000000.0,2.3258,0.345408,0.847341,1.6479,0,,
13387,53.1176987,-27.8205547,1,0.0007979,149814000000.0,3.7812,0.296966,0.548524,0.179218,0,,
13388,53.2245522,-27.8171349,1,0.2333,2091290000000.0,2.1519,1.3173,3.29454,12.8747,0,0.0,
13389,53.1734314,-27.8202705,1,0.001406,15511100000.0,2.3198,0.498394,0.708147,0.756985,0,,
13392,53.0488625,-27.8198071,1,0.002889,33593000000.0,2.5323,1.42058,2.05316,2.43067,0,,
13395,53.2262726,-27.820631,1,0.00797,73567100000.0,2.1801,0.0846585,0.214915,0.428113,0,,
13396,53.0751038,-27.8205528,1,0.0002801,223368000.0,0.7574,0.090849,0.308554,0.416011,0,,
13404,53.0488777,-27.8204479,1,0.004357,49248300000.0,2.345,0.276304,0.378218,0.448194,0,,
13406,53.166214,-27.8198051,1,0.008144,755735000000.0,3.3566,0.322916,0.71172,0.525621,0,,
13407,53.1125412,-27.819849,1,0.006149,3869610000.0,0.6839,0.474398,0.849225,1.10328,0,,
13414,53.110836,-27.8200111,1,0.0009252,238322000.0,0.479,0.19791,0.38109,0.474474,0,,
13415,53.1131439,-27.8203087,1,0.005327,175303000000.0,2.8966,0.296871,0.387019,0.328637,0,,
13423,53.0638428,-27.8202152,1,0.003949,28197400000.0,1.6409,0.183867,0.384474,0.657952,0,,
13424,53.0456009,-27.8204212,1,0.005147,202020000000.0,2.9978,0.153277,0.230562,0.139723,0,,
13426,53.1441231,-27.8194847,1,0.003592,6544810000.0,1.0849,0.608791,0.984758,1.04134,0,,
13428,53.1147575,-27.8192253,1,0.02171,22357500000.0,0.8836,1.15413,2.59497,5.20567,0,,
13430,53.1668625,-27.8201771,1,0.007418,62937700000.0,2.0853,0.148855,0.263374,0.376911,0,,
13436,53.0597496,-27.8201351,1,0.00448,3484930000.0,0.7501,0.104352,0.321116,0.662458,0,,
13437,53.1823807,-27.8206787,1,0.001032,3007330000.0,1.2434,0.0498844,0.0867746,0.087171,0,,
13441,53.1489525,-27.819273,1,0.05588,600749000000.0,2.3134,0.442469,1.44229,6.18888,0,,
13443,53.0791931,-27.8197937,1,0.0104,90782700000.0,1.8865,0.759196,1.20325,1.93204,0,,
13456,53.2037926,-27.8181,1,0.002393,36973800.0,0.1338,1.84827,7.3422,14.7524,0,,
13460,53.2261429,-27.8173141,1,0.008296,10335300000.0,0.9637,3.04767,16.0488,51.1094,0,,
13461,53.0928726,-27.8192348,1,0.04842,509647000000.0,2.2858,0.53643,1.45587,3.9154,0,,
13462,53.0593376,-27.8202267,1,0.0152,106669000000.0,1.7605,0.0662164,0.149729,0.282051,0,,
13464,53.1372147,-27.8199768,1,0.004037,29332400000.0,1.9259,0.228173,0.310517,0.311687,0,,
13465,53.0797958,-27.8197651,1,0.008312,69376700000.0,2.0643,0.378709,0.631694,0.622991,0,,
13467,53.093647,-27.8203545,1,0.00561,4035010000.0,0.7232,0.0513429,0.0987024,0.149666,0,,
13472,53.0701942,-27.8188591,1,0.0112,58810100000.0,1.4015,0.119916,0.654103,5.49864,0,,
13475,53.1728973,-27.8197803,1,0.003943,44568800000.0,2.3414,0.396474,0.564162,0.546117,0,,
13476,53.2117157,-27.81884,1,0.01578,9930460000.0,0.696,1.84267,3.33551,4.42233,0,,
13484,53.1564903,-27.8198509,1,0.002002,14051200000.0,1.611,0.126709,0.223472,0.273842,0,,
13485,53.1178093,-27.8189259,1,0.004096,6540400000.0,1.0422,0.383254,1.08814,2.6018,0,,
13490,53.1200218,-27.8196545,1,0.01999,142844000000.0,1.6575,0.239908,0.556689,1.03028,0,,
13504,53.1050797,-27.8199692,1,0.0008457,5935610000.0,1.609,0.153976,0.209093,0.127048,0,,
13505,53.0897331,-27.8182831,1,0.01685,12437300000.0,0.7325,2.00297,4.27662,7.06307,0,,
13506,53.0487442,-27.8191509,1,0.01475,166723000000.0,2.3426,0.505466,0.718644,0.911112,0,,
13509,53.0605011,-27.8185654,1,0.08152,691653000000.0,2.0163,0.734961,1.61087,3.878,0,,
13510,53.1019554,-27.8199196,1,0.0002956,36138600.0,0.3651,0.0194707,0.0692419,0.109984,0,,
13514,53.0930939,-27.8196106,1,0.02277,1819280000.0,0.3087,0.229669,0.384391,0.577316,0,,
13516,53.0895462,-27.8197765,1,0.001679,1176970000.0,0.7142,0.069654,0.117426,0.146457,0,,
13518,53.1853409,-27.8198452,1,0.005476,47800600000.0,2.118,0.130532,0.188794,0.477705,0,,
13520,53.1021652,-27.818903,1,0.004795,33329400000.0,1.5985,0.704727,1.20283,1.63225,0,,
13523,53.2104149,-27.8193951,1,0.001758,473433000000.0,4.1475,0.302528,0.503026,0.26703,0,,
13526,53.118454,-27.8199062,1,0.01105,78901400000.0,1.648,0.148531,0.178449,0.274638,0,,
13534,53.1667824,-27.8185062,1,0.005643,39885100000.0,1.8824,0.649176,1.05976,1.26637,0,,
13537,53.1811447,-27.8183155,1,0.004327,81892300000.0,2.6033,0.792109,1.28584,2.19696,0,,
13543,53.0811729,-27.8185959,1,0.01146,30840400000.0,1.2301,0.927741,1.88551,3.05238,0,,
13549,53.1999245,-27.8154621,1,0.1878,7235080000.0,0.227,8.40413,17.8689,33.0536,0,,0.0
13550,53.0892754,-27.8171787,1,0.0678,51400900000.0,0.7314,4.31391,8.27989,13.9284,0,,
13551,53.1287804,-27.8195457,1,0.002086,3440980000.0,1.0499,0.0530867,0.0678125,0.146294,0,,
13552,53.0767365,-27.8174763,1,0.0058416,3676160000.0,0.6831,3.58187,6.71999,11.009,0,,
13557,53.2184753,-27.8186474,1,0.05219,363340000000.0,1.8043,0.258989,0.847776,2.79941,0,,
13559,53.181591,-27.8189983,1,0.0009292,1902070000.0,1.1221,0.134524,0.245053,0.316989,0,,
13564,53.1944046,-27.8192921,1,0.000292,92557500.0,0.5139,0.046531,0.126391,0.18922,0,,
13569,53.1074333,-27.8171158,1,0.04232,31237200000.0,0.7269,1.81249,4.15492,9.05622,0,,
13571,53.0443459,-27.8185291,1,0.005668,40608700000.0,1.6744,0.678535,1.18015,1.62846,0,,
13574,53.0458488,-27.8192501,1,0.003412,114438000.0,0.2192,0.0599605,0.144551,0.210186,0,,
13578,53.0783539,-27.8190575,1,0.007391,15129400000.0,1.1194,0.634011,1.0449,1.51246,0,,
13583,53.1642189,-27.8184814,1,0.00175,3383780000.0,1.1018,0.502231,0.968271,1.56795,0,,
13584,53.0684433,-27.8192272,1,0.006546,46611500000.0,1.7201,0.145765,0.36859,0.665969,0,,
13587,53.1631546,-27.8123951,1,0.1539,33291900000.0,0.4488,8.43764,53.0326,186.078,0,,
13588,53.180542,-27.8192387,1,0.0001777,13551100000.0,3.2647,0.0612295,0.0844538,0.192748,0,,
13590,53.0621529,-27.8189545,1,0.0009854,1847600000.0,1.09,0.368542,0.620591,0.856098,0,,
13592,53.1658363,-27.8190613,1,0.01526,26885300000.0,1.0709,0.103908,0.480577,1.53025,0,,
13594,53.0439682,-27.8186646,1,0.003992,469662000000.0,3.4829,0.403115,0.530246,0.501679,0,,
13605,53.1727753,-27.8188591,1,0.005399,220706000000.0,3.0126,0.12648,0.180363,0.182202,0,,
13606,53.0704117,-27.8191624,1,0.0188,134239000000.0,1.6384,0.10619,0.266054,0.982958,0,,
13610,53.1363411,-27.8165321,1,0.07306,44755900000.0,0.6627,3.29403,7.95377,17.2731,0,,
13615,53.1439362,-27.8188744,1,0.001935,9851990000.0,1.3933,0.159603,0.24537,0.205342,0,,
13621,53.1830215,-27.8191051,1,0.00249,17599500000.0,1.8804,0.0402025,0.0842976,0.0898262,0,,
13624,53.1141052,-27.8186512,1,0.007009,29343900000.0,1.331,0.32156,0.434702,0.397701,0,,
13627,53.171772,-27.8186245,1,0.004894,12291700000.0,1.2035,0.090727,0.16427,0.273329,0,,
13628,53.0972519,-27.8145905,1,0.09846,4318540000.0,0.2583,15.948,32.1589,48.1892,0,,0.0
13630,53.1108322,-27.818718,1,0.0002323,120695000.0,0.6259,0.0701594,0.130429,0.185006,0,,
13633,53.1043243,-27.8179684,1,0.001452,5552100000.0,1.3156,0.155457,0.239541,0.258607,0,,
13634,53.1011314,-27.8184338,1,0.006113,182607000000.0,2.8513,0.24457,0.590772,0.86104,0,,
13635,53.2134972,-27.8184566,1,0.003908,27858400000.0,1.8942,0.358403,0.436267,0.46043,0,,
13636,53.2151184,-27.8181934,1,0.03184,222341000000.0,1.7818,0.680412,1.2574,2.49358,0,,
13637,53.0958061,-27.81884,1,0.005781,2917570000.0,0.6148,0.152227,0.255848,0.235812,0,,
13642,53.1887589,-27.8181496,1,0.00232,12798400000.0,1.4253,0.46202,0.680136,0.7662,0,,
13647,53.1473351,-27.8179245,1,0.003763,27644500000.0,1.9357,0.524049,0.882523,1.21427,0,,
13649,53.1371803,-27.8156605,1,0.1121,106918000000.0,0.8386,2.83369,8.08608,21.0123,0,,
13657,53.1617355,-27.8187828,1,0.003458,998577000000.0,4.4014,0.145027,0.57195,0.318284,0,,
13659,53.0938835,-27.8185177,1,0.001743,10814500000.0,1.5094,0.133001,0.181016,0.174317,0,,
13667,53.1383705,-27.8163033,1,0.02862,418341000000.0,2.4767,0.556058,1.27791,3.00951,0,,
13675,53.1678467,-27.8185062,1,0.002039,11497500000.0,1.4404,0.0714795,0.115851,0.218312,0,,
13678,53.1955719,-27.8176689,1,0.003844,3364190000.0,0.7887,0.82715,1.36451,1.98387,0,,
13681,53.0640602,-27.8180218,1,0.004046,4782980000.0,0.9407,0.146343,0.355479,0.555241,0,,
13685,53.1068954,-27.817728,1,0.006717,47476200000.0,1.8718,0.628299,1.14405,1.22082,0,,
13687,53.0927124,-27.8170166,1,0.008609,16646300000.0,1.1019,0.97811,2.18321,3.88621,0,,
13688,53.0479126,-27.8175449,1,0.002517,11950500000.0,1.3714,0.415779,1.00934,1.94323,0,,
13690,53.1942139,-27.818222,1,0.002602,822870000000.0,4.7814,0.191447,0.310147,0.427114,0,,
13691,53.2136841,-27.8181953,1,0.003885,27459400000.0,1.8855,0.19064,0.276141,0.262209,0,,
13694,53.1699104,-27.8178654,1,0.002906,3620350000.0,0.9655,0.205201,0.456745,0.773501,0,,
13695,53.1644478,-27.8153591,1,0.01715,29303700000.0,1.0606,0.999274,4.03387,13.0948,0,,
13699,53.1677437,-27.8166924,1,0.009886,19671900000.0,1.118,0.863538,1.82072,3.00951,0,,
13705,53.0842819,-27.8140316,1,0.03011,22224800000.0,0.725,5.12423,29.7461,92.0381,0,,
13706,53.1692696,-27.817627,1,0.0015,1225940000.0,0.7636,0.186146,0.335529,0.498829,0,,
13708,53.222847,-27.8179722,1,0.003323,23487200000.0,1.8749,0.259176,0.474961,0.582061,0,,
13712,53.175621,-27.8175411,1,0.002045,907471000.0,0.5847,0.178295,0.41795,0.649006,0,,
13717,53.2011147,-27.8182087,1,0.003595,34289600000.0,2.2195,0.0531731,0.12095,0.263485,0,,
13718,53.195179,-27.8184185,1,0.001866,604551000000.0,4.9921,0.117373,0.330493,0.249046,0,,
13720,53.0667725,-27.8165722,1,0.1844,994572000000.0,1.4328,0.603959,3.06211,19.7212,0,,
13724,53.1808815,-27.8179321,1,0.02495,35058900000.0,1.0001,0.122153,0.217794,0.378963,0,,
13726,53.1086769,-27.8181858,1,0.0008264,2223950000.0,1.2167,0.0329555,0.0816515,0.0736874,0,,
13729,53.1912041,-27.8172722,1,0.005031,11186300000.0,1.1528,1.01549,1.87806,2.69337,0,,
13731,53.1087418,-27.8176651,1,0.005604,33505500000.0,1.4817,0.157605,0.276078,0.357435,0,,
13734,53.1711655,-27.8147087,1,0.1712,15271000000.0,0.3215,3.27317,14.5531,61.891,0,,
13735,53.106842,-27.817337,1,0.006598,8219910000.0,0.9605,0.274086,0.614052,1.02923,0,,
13736,53.1025391,-27.8143101,1,0.2545,108936000000.0,0.5608,5.30196,14.1882,44.6735,0,,
13738,53.1388664,-27.8178864,1,0.0005909,6352580000.0,2.3109,0.0892544,0.156539,0.188098,0,,
13745,53.1484222,-27.8181648,1,0.01069,65177900000.0,1.4888,0.0566463,0.091781,0.0768956,0,,
13747,53.2054901,-27.8166485,1,0.01501,95053000000.0,1.5158,0.701855,1.76956,3.22398,0,,
13748,53.1909409,-27.8167801,1,0.02403,126179000000.0,1.4009,0.202047,0.907913,4.40457,0,,
13751,53.2066498,-27.8166294,1,0.06186,77066300000.0,0.9088,0.620671,1.96058,6.90858,0,,
13754,53.1101151,-27.8171597,1,0.003247,9106590000.0,1.2318,0.46966,0.929923,1.2821,0,,
13763,53.0954933,-27.8159294,1,0.02189,69592200000.0,1.2742,2.15808,4.07417,6.48203,0,,
13772,53.0448761,-27.8164654,1,0.04406,216840000000.0,1.3652,0.880806,2.91282,10.5218,0,,
13776,53.1664238,-27.817215,1,0.008352,510914000000.0,3.189,0.131736,0.194802,0.334592,0,,
13777,53.1732826,-27.8171673,1,0.003417,4039410000.0,0.9458,0.338977,0.486481,0.748816,0,,
13783,53.1084709,-27.8156128,1,0.002369,3544730000.0,1.0085,0.868795,1.76168,2.75344,0,,
13784,53.1681633,-27.8169556,1,0.006943,11086400000.0,1.0392,0.352792,0.86031,1.48516,0,,
13786,53.1123428,-27.8171062,1,0.001291,9104200000.0,1.7587,0.732964,1.21922,1.45505,0,,
13788,53.0925636,-27.8177052,1,0.002875,29595400000.0,2.2707,0.0942173,0.12621,0.177694,0,,
13792,53.1934509,-27.8175659,1,0.003429,14355900000.0,1.3393,0.155632,0.202919,0.219665,0,,
13794,53.0549278,-27.8155842,1,0.01728,6631280000.0,0.5407,1.76029,4.15271,8.75998,0,,
13797,53.1670227,-27.8169937,1,0.005228,822631000000.0,3.6646,0.10528,0.188757,0.239108,0,,
13798,53.1347618,-27.8176498,1,0.00037,4182210000.0,2.3388,0.105287,0.121788,0.190459,0,,
13808,53.1936035,-27.8167858,1,0.02721,192514000000.0,1.6199,0.427786,1.02027,2.78504,0,,
13809,53.0933418,-27.8161106,1,0.008232,40513600000.0,1.3838,0.858741,1.53932,2.09342,0,,
13810,53.0764656,-27.8176117,1,0.01977,1118290000.0,0.2722,0.927639,1.98212,3.14644,0,,
13811,53.0802612,-27.8155937,1,0.09525,59941400000.0,0.6377,2.13819,5.99384,18.6676,0,,
13814,53.0498276,-27.8167324,1,0.006662,1947110000.0,0.4977,0.271835,0.717976,1.09719,0,,
13821,53.134079,-27.8157539,1,0.004925,2863770000.0,0.6509,0.560629,1.46041,2.94994,0,,
13825,53.0915985,-27.8171978,1,0.005297,37439500000.0,1.8765,0.158197,0.252524,0.374457,0,,
13829,53.0746536,-27.8171082,1,0.003677,2860290000.0,0.7444,0.0471874,0.0952031,0.272574,0,,
13834,53.0927124,-27.8162022,1,0.01644,86324900000.0,1.4014,0.483261,1.04065,1.64713,0,,
13836,53.1745033,-27.8149624,1,0.02266,13531600000.0,0.668,3.48569,6.34657,10.267,0,,
13838,53.0498734,-27.81637,1,0.006239,1540780000.0,0.4701,1.12834,1.42388,1.39328,0,,
13845,53.0913696,-27.8168049,1,0.003677,2860290000.0,0.7447,0.117434,0.231668,0.356518,0,,
13851,53.0812988,-27.8155689,1,0.03649,265132000000.0,1.9263,2.21932,3.83407,4.90272,0,,
13853,53.0445251,-27.8165054,1,0.0351,202323000000.0,1.4566,0.339369,1.29697,7.43649,0,,
13854,53.2229233,-27.8164864,1,0.019,567568000000.0,3.0091,0.780531,1.06918,1.41918,0,,
13861,53.1967087,-27.8165894,1,0.003652,21431100000.0,1.4641,0.302443,0.483184,0.510143,0,,
13863,53.2034035,-27.8160095,1,0.007859,60057000000.0,1.9779,1.6365,2.64226,3.0719,0,,
13866,53.154274,-27.8159332,1,0.002949,2812670000.0,0.8393,0.603359,1.19104,1.86516,0,,
13871,53.1405525,-27.8163815,1,0.007614,178671000000.0,2.7198,0.428922,0.675071,1.23676,0,,
13872,53.077713,-27.8167896,1,0.003289,27451900000.0,2.0642,0.128441,0.199794,0.15969,0,,
13875,53.1947403,-27.8167934,1,0.006913,150921000000.0,2.6724,0.193123,0.261392,0.321208,0,,
13878,53.1132278,-27.8168468,1,0.001442,2869400000.0,1.1119,0.0930388,0.121894,0.121815,0,,
13881,53.1883888,-27.8161106,1,0.01638,96123300000.0,1.4069,0.530915,1.33604,3.14125,0,,
13886,53.0894356,-27.8166008,1,0.003978,7691810000.0,1.0987,0.161128,0.315606,0.550779,0,,
13887,53.1341629,-27.8162556,1,0.003571,919903000000.0,4.052,0.158558,0.18948,0.146493,0,,
13890,53.0489006,-27.8159924,1,0.007426,810908000000.0,3.441,0.493801,0.684231,0.686236,0,,
13901,53.1420593,-27.8161755,1,0.009806,117260000000.0,2.3708,0.235962,0.434757,0.573896,0,,
13903,53.0764236,-27.8163204,1,0.00331,6775560000.0,1.1243,0.23903,0.332881,0.377162,0,,
13906,53.1734238,-27.8157291,1,0.00611,4168810000.0,0.7084,0.386195,0.594562,0.820451,0,,
13908,53.0889969,-27.8160858,1,0.003327,75346000000.0,2.692,0.489698,0.626103,0.539116,0,,
13909,53.1911926,-27.8154202,1,0.03236,193476000000.0,1.4805,0.244669,1.05374,4.6999,0,,
13911,53.1431007,-27.8154964,1,0.001196,319570000000.0,4.1652,1.46475,2.26673,1.89253,0,,
13914,53.104557,-27.8146057,1,0.02943,3462470000000.0,0.549,10.9191,17.08,12.6509,0,,
13915,53.0914536,-27.8154316,1,0.0464,364585000000.0,1.9884,1.75706,3.1576,5.27959,0,,
13919,53.17062,-27.8157654,1,0.0009774,6064310000.0,1.4986,0.281164,0.362633,0.430342,0,,
13921,53.1085243,-27.8160915,1,0.0003486,89795600.0,0.4733,0.072336,0.139039,0.410736,0,,
13922,53.1671295,-27.8167477,1,0.003918,4410140000.0,0.9245,0.0182801,0.0506116,0.0853016,0,,
13926,53.1942787,-27.8157597,1,0.002258,15848000000.0,1.6073,0.3412,0.503415,0.552514,0,,
13929,53.148201,-27.8161678,1,0.003298,33244500000.0,2.2669,0.16358,0.244903,0.361485,0,,
13931,53.1788673,-27.8159504,1,0.002545,1878510000.0,0.7343,0.238727,0.368521,0.451281,0,,
13935,53.1469879,-27.8159084,1,0.0003538,786668000.0,1.1583,0.163295,0.273971,0.390396,0,,
13937,53.2026253,-27.8155956,1,0.003653,596634000000.0,3.6919,0.471628,0.713492,0.63775,0,,
13939,53.1622047,-27.8157711,1,0.0007141,41304600000.0,3.1677,0.590376,1.16804,1.80825,0,,
13941,53.2028198,-27.816021,1,0.009549,584138000000.0,3.1943,0.194857,0.258928,0.308534,0,,
13953,53.1782799,-27.8158131,1,0.006199,140388000000.0,2.8436,0.358668,0.526699,0.68295,0,,
13956,53.1262589,-27.8145351,1,0.0004486,274809000.0,0.6688,1.28142,2.64304,4.11233,0,,
13957,53.1472778,-27.815115,1,0.001202,13976700000.0,2.3614,0.613134,1.04012,1.14261,0,,
13959,53.1584129,-27.8153057,1,0.00303,4683000000.0,1.029,0.16452,0.236085,0.421871,0,,
13963,53.1696739,-27.8152313,1,0.001568,11093800000.0,1.6131,0.582562,0.808582,0.870541,0,,
13964,53.1480408,-27.8154564,1,0.002462,4760490000.0,1.0996,0.246461,0.425077,0.542424,0,,
13972,53.0721207,-27.8155022,1,0.009308,66532800000.0,1.7011,0.420829,0.66761,0.837062,0,,
13974,53.1857414,-27.8154697,1,0.005191,84768300000.0,2.5387,0.26792,0.368764,0.367972,0,,
13976,53.0534058,-27.815855,1,0.001471,1738940000.0,0.9456,0.0670071,0.111768,0.167213,0,,
13980,53.16539,-27.815979,1,0.0005947,11655000000.0,2.6127,0.0317246,0.0629545,0.0957651,0,,
13996,53.1106949,-27.8157501,1,0.0008441,722990000.0,0.7817,0.0658159,0.121275,0.153176,0,,
14003,53.0445251,-27.8137569,1,0.03363,61275600000.0,1.0791,1.61985,2.99594,6.58242,0,,
14021,53.1050262,-27.8150215,1,0.0064,65882000000.0,2.2777,0.225422,0.443148,0.84583,0,,
14024,53.1595879,-27.815382,1,0.0003855,615557000.0,1.04,0.033258,0.160087,0.266969,0,,
14025,53.2239647,-27.8141766,1,0.0007799,10101500.0,0.1601,1.1955,3.20816,5.70537,0,,
14031,53.091835,-27.8143311,1,0.003688,67224100000.0,2.5909,0.532842,0.95304,0.992056,0,,
14035,53.0905609,-27.8154106,1,0.004732,33211900000.0,1.5992,0.12929,0.221011,0.324717,0,,
14036,53.0716362,-27.8148613,1,0.008858,63074400000.0,1.7272,1.05915,1.64645,1.95254,0,,
14040,53.193573,-27.8152313,1,0.001279,317860000000.0,3.9955,0.272846,0.317896,0.199437,0,,
14043,53.1536865,-27.8149452,1,0.005703,37382900000.0,1.5458,0.133839,0.250903,0.30273,0,,
14047,53.1763382,-27.8147583,1,0.003629,49481700000.0,2.4501,0.737368,1.12573,0.889926,0,,
14056,53.1103439,-27.8143196,1,0.002064,1645950000.0,0.7552,0.657422,1.444,2.34703,0,,
14059,53.0950851,-27.8152695,1,0.006452,4060280000.0,0.6772,0.0615308,0.116857,0.160819,0,,
14060,53.1303864,-27.8145103,1,0.001959,14094500000.0,1.9071,0.501632,1.07999,1.76865,0,,
14064,53.1081581,-27.8151169,1,0.001391,9932290000.0,1.647,0.124006,0.222847,0.327543,0,,
14065,53.1421394,-27.8137779,1,0.01089,126628000000.0,2.3629,1.69665,2.42716,2.33465,0,,
14069,53.1519318,-27.8146591,1,0.001642,828690000.0,0.6138,0.104524,0.354659,0.735756,0,,
14071,53.0602913,-27.813509,1,0.01424,1137750000.0,0.2954,2.241,4.16236,6.4129,0,,
14080,53.0861359,-27.8136005,1,0.0105,74989600000.0,1.7168,0.703849,1.51289,2.60382,0,,
14082,53.0733528,-27.8149738,1,0.002379,2677830000.0,0.9175,0.0960585,0.181539,0.204799,0,,
14085,53.1365547,-27.8149643,1,0.001366,309294000.0,0.4533,0.0354983,0.058611,0.115926,0,,
14087,53.2143135,-27.8140678,1,0.0114,8414560000.0,0.7329,0.878035,1.64688,2.24733,0,,
14089,53.0753632,-27.8149033,1,5.443e-05,218221000.0,1.3208,0.279916,0.41901,0.389721,0,,
14090,53.0432587,-27.8143177,1,0.0003853,48715300000.0,3.535,0.572992,0.772979,0.747984,0,,
14091,53.2058601,-27.8148365,1,0.005238,6054790000.0,0.935,0.18275,0.28356,0.294559,0,,
14092,53.1117439,-27.8140297,1,0.03898,710519000000.0,2.5806,1.23463,2.76365,5.71231,0,,
14094,53.1750793,-27.8150406,1,0.008112,5388750000.0,0.6934,0.139846,0.297942,0.483616,0,,
14098,53.0751076,-27.8139648,1,0.00191,136592000.0,0.302,1.0216,1.70354,2.32642,0,,
14101,53.1343002,-27.8126259,1,0.07688,27469200000.0,0.5249,4.85167,12.1613,29.4645,0,,0.0
14106,53.1583176,-27.8148556,1,0.006239,7022680000.0,0.9233,0.0859104,0.123799,0.210808,0,,
14108,53.1591492,-27.8137493,1,0.02788,199284000000.0,1.6948,0.905941,1.99225,3.83603,0,,
